"0xa23bf3f34f39ce647ef603f0aa640ea4a816131f46301ed751a083da9abd1232","0xeef81b88b672aafb8f7f46e1e8bcc9eefed090d2fa020a91cdb48cbf20ed366e","0x6766a680e4ec0791b2652ad0ca44176c3c5f8794","54720","9.6"
"0x485c2785bf78a5701f560d3c36383c3c7507f54f35a5376731f13f0949419688","0x69aaf6fc1b371c0826bf18898b84b5e877ed6f0bd1d513ac05b0e9a410ad4cf9","0x4fe3420ecb7e487931337cfc83c3288e62e628a1","456","0.08"
"0x485c2785bf78a5701f560d3c36383c3c7507f54f35a5376731f13f0949419688","0xe431d89108ef04ae3f5046c597abbdaca22335683ab363ae612957a613dc3c7b","0x4fe3420ecb7e487931337cfc83c3288e62e628a1","1197","0.21"
"0x485c2785bf78a5701f560d3c36383c3c7507f54f35a5376731f13f0949419688","0xb2ef164acced156c4eef493b7209886e2bdc58b0b6f40f23a127a6e63e347b7b","0x4fe3420ecb7e487931337cfc83c3288e62e628a1","70509","12.37"
"0x485c2785bf78a5701f560d3c36383c3c7507f54f35a5376731f13f0949419688","0x7df20542d792d2cf02b84f4a7c4323c9f2de576dd76de9d2177e4a291b1c2859","0x4fe3420ecb7e487931337cfc83c3288e62e628a1","449160","78.8"
"0x71d41f6e24601ce37b61e60b81d3c93ebb25604e2989cf3fb57975cadca9c423","0xfd98b998bb877847047130cf9f655519bd77ed987b730743ca11f10631e26b10","0xe7635f7c6db3c8878e5d02de133ae16a63a16009","5600","1"
"0x71d41f6e24601ce37b61e60b81d3c93ebb25604e2989cf3fb57975cadca9c423","0xfb7ec4ef002ad7dbfed3c08b85b9d2353e983ee5b34c0eda4430a09263cd84ad","0xe7635f7c6db3c8878e5d02de133ae16a63a16009","5600","1"
"0xecc650119169efbe0fb761aab808ed12a0c843539ce32a43854b4b7e19bce1f2","0x6d9e140d88fb64d7179b98fdcc3ac5cfeaa925012cf07d941f681c0897be2a34","0x406bee7642f901fe49bf978e4e993a7093230707","9000","1.5"
"0xecc650119169efbe0fb761aab808ed12a0c843539ce32a43854b4b7e19bce1f2","0x7ea2c059eaf1dcdeaa43dd0f6825f7cf8b1d52c471c99eb2eddd2d4c41d3a8f7","0x406bee7642f901fe49bf978e4e993a7093230707","8550","1.5"
"0xecc650119169efbe0fb761aab808ed12a0c843539ce32a43854b4b7e19bce1f2","0xe5908b66e379f22e07f8ebbcfe2b5feb72ac742b2ff603eaac891070d6056c94","0x406bee7642f901fe49bf978e4e993a7093230707","5600","1"
"0xecc650119169efbe0fb761aab808ed12a0c843539ce32a43854b4b7e19bce1f2","0xc13c3ded016c74efb86f3c9114781a25802728501146b1d6369fe80fae491125","0x406bee7642f901fe49bf978e4e993a7093230707","5500","1"
"0x56b234ca55db266701ab38897db8846fd4e2a10a6d8afbf99d86fb54dd241b84","0x9bc984322debe96f9a4c42c92fe3b317e89157d67b0fdb2dd5f516198270370a","0x26c786daa2c9b175a02e114a9aa1fadc6735ac65","5922.66","0.98"
"0x56b234ca55db266701ab38897db8846fd4e2a10a6d8afbf99d86fb54dd241b84","0x1ddb31c002dac45a40725798e526e5a379bcd4b5d65bec0dce7caf9554d7c4be","0x26c786daa2c9b175a02e114a9aa1fadc6735ac65","2076.34","0.34"
"0x528bee2d4e09c3ac5ffc04376969c8936fc62c838122d6c7c6cd3f3b24defb75","0x33e943ec96ddd42d678d788c2b4a6051bf1a184c7817fc687cac6e9eb194b4b2","0xdbe9ef1e8fd724b977ba7662f3b87db2208bc263","120","0.02"
"0x7ad3faa5bd11d29392a95cdcd165812b378ea29df0a93fd9982577a652857c78","0xedeba7b5e03708e3a7905e5cba0d2383d25a6792fabcc94e9da924a9d6a3a0a0","0x7e0689b7ae74b915d28049cd239f49b5119842d4","1444","0.25"
"0x0d93c24e8425d1a271dc5f4e5b5ee0c3b17483fe5675d74b828e314af002a3a2","0x4aead7a8e4bf540b2ba14a583dd01afb9ed5523e7a0702f69291e08259d97b0f","0xc69914012d19b9001f1b8fab8beb674573df31df","9000","1.5"
"0x0d93c24e8425d1a271dc5f4e5b5ee0c3b17483fe5675d74b828e314af002a3a2","0x8cc3905e3fb0058a575ea155b4b52372ce1242a9cc78206d0cf61f11b3057712","0xc69914012d19b9001f1b8fab8beb674573df31df","2940","0.49"
"0x0d93c24e8425d1a271dc5f4e5b5ee0c3b17483fe5675d74b828e314af002a3a2","0x7f22ad83f213ea97ef5dda24b861872f48f0a676d4e5dd2c2a5a1909fe89175e","0xc69914012d19b9001f1b8fab8beb674573df31df","8550","1.5"
