"0x00115a2e2722a8c9145949ee283d4313b5576622","5"
"0x0013ef77b6c3d866fee42aa9faf57ed740374a2d","2.5"
"0x002610eb39dbcc9063a483d0c327d371fec12103","1.06"
"0x0055303a6ba95e8e071f153436ca5a081f27bf36","10"
"0x007f2afa580f82110840863e90643bd6982ae0e7","2.98"
"0x009a6b05ef5d29a781e68486d1e50ec56303b012","0.3"
"0x009f2510646d20ba63baae9077d60b7e9d0988cc","19.98"
"0x00ed73ebe9e8165eb9f9e9acfeed4090b9dbb44e","5.41"
"0x013fda6629888a8670aa835745d1177479af006d","16.99"
"0x014c28a8fa4169b8f87316f41fc28ff885873e37","0.99"
"0x017424dd8794a96201120fbe1c2976f77b88a802","0.28"
"0x01f4e3829976943b931a0fd3e4123860e18f8215","3.99"
"0x01ff53b12943db905c0fdb1d6528e60ed59c9e9a","2"
"0x0200e16bf7d546a113c2d98c78edfaacdcc93ece","2.26"
"0x020b54ae12b2076a143d62876dc5297e3b269002","9.99"
"0x021bb764cfefcf52d8b12417b280fa0d23d83ec1","2.45"
"0x02f276e1cd0235b676163390e5cbfa095e026112","12"
"0x0339e45d0e2487c616e1d1e1a75780ce4a340e08","0.1"
"0x034bb51fa7d64fa37295367a10e84170983ca95f","1"
"0x03bf63b9cc0ca3cbbb8b88692aa73a64a8a1eb5c","2.84"
"0x04545315b184e734910fd49aa43b41155021cfea","1.09"
"0x04701f0d969724c88bcf8bef26e9a4671a912064","4.9"
"0x04905cec2fdac7a74ce80876d078f5497867438b","6.18"
"0x04c2f88ca73c94fca3e625f144f28d36a5ac1943","1.98"
"0x053c85233ceac160b7db301bd308d806f85d1900","1"
"0x05a9fee113dd42b5efba7e823d1e314fa983abbd","0.98"
"0x05e1332e24b3008072e3e4fc3a6bc266b0d55852","17.02"
"0x05f579ef22db8662c3c27677297d6b8439257c92","140"
"0x062813739429494369832f9d5ed9eb33f1be16fd","10.26"
"0x06a5ba8b4cefa87c1107353e1cffb44bd246b02f","0.9"
"0x074d1f2b46087d67584a83d0c877ec5d33238d59","9.8"
"0x07844fa5141b6b33ae1bb66bfa5a54a0402950c2","2"
"0x079db99edd3fdc0cc4734e67c15754b5768b3e62","0.98"
"0x0802b3b5ae8301307d84f8022889f87ccce9216a","0.09"
"0x080799388e897da0c6f51f2647a81e4e73e475d6","0.5"
"0x080ee70a7ad59223154af2f898cfed8f17bbef0a","5.02"
"0x082f80d8f1fa5b21c55e17d04bc243981784fe5a","5.94"
"0x08783297cfff22641b7893a9568f26cf72b2084b","0.46"
"0x088d152d64de19df4b769a6a6826a163eab57863","1.32"
"0x08e3c77c14f74deb48b32e698f1c8d58a7dd3c76","0.5"
"0x0911c50891c20bb280825d04b1c29c5857eba2d0","3"
"0x09201c5c68d7257c1c57f62c94d28a57f98bc960","2.51"
"0x092b6a7b51109822fa186328369404a3510825c1","15"
"0x09bde25939ef81007e306a142beaedc38a88bebe","11.4"
"0x0a04124edd33b96e5622d4f245f56e27760e469e","4"
"0x0a0c9f2caf6c37085927508ddbd8a0c1d2c9905e","2.49"
"0x0a3b0594f80734d2b2060a8fae9f78ce8733942a","1.02"
"0x0abf412f882c93b6ebbc01232cff95c4fdb70ceb","14.99"
"0x0ad93edcc436fa3af835070728580d8ddd3a0ae4","3.47"
"0x0b25c259c88e1b69cbab58485020957039ea80c3","0.5"
"0x0b29eb79eaea593e7c7c07118704c27edf20a2bf","5.99"
"0x0b35a204f822a61a462ee30f3eeceb87fe046843","2"
"0x0b4674265c4b9872d872e758be100b5a4306f27f","10"
"0x0b6264667f67610c4b1f6f1b3239eda6f649f246","6"
"0x0b6ca2b11ee500889f5c24cdb5a229cda885ffd0","7"
"0x0b83cea027e5d30aaa8b12e1ceab4c5123bcde7b","2.19"
"0x0c258e0b2b9be3d980d1dd09bb25ddb303101142","8"
"0x0c43eb0b18774a15bca2e639ba470796147b8d24","249"
"0x0c5e7e3c949374995e374858198b968f7684ad5a","1.03"
"0x0c6dac12096dc7ff6bdda303b3d9e3a814e9cc84","14.95"
"0x0c9a0ba2eac064744c96981c2fffe501880a7843","2"
"0x0cba784cabb5f0451d65497b390fb374ee21b9b1","10"
"0x0cd164bc85526ef5865077ef9e8994c522386eed","5.05"
"0x0d17d88ffdbefb1efa56ac162fae8c33ea2a8962","2.56"
"0x0d1edba6def16216f6a9e9a964148f8f70ab1220","3"
"0x0d48441903f529a1f54d238426a724917136e625","1"
"0x0d82afcd9df23452ed5c32cbeed608cd02e63dd6","4"
"0x0d872eedbf81f2ad0b013fc26edba6dd724dda16","1.3"
"0x0db1b969c3e92d8e47510f8425f8e3b29d20e1f4","15"
"0x0dc7b6a97fa384ab9a4051b5de48837c648d3017","1.67"
"0x0ddd592df1253d18075819c9b2586e0cd33a27bd","1.4"
"0x0dfb39ed8b2867be561095f2ff77df64104f3d68","8.08"
"0x0e1bb28c551a75bd0b119f498192885823935156","1.1"
"0x0e4c37b5a55049f35dcf55f490de94eac22f3ec2","5"
"0x0e4ea90b93ec6f1a8c5de1f0fdc37563feed4e7a","0.5"
"0x0e5cc83b167e1ab5a49dc7dceaaf16195affee78","6.79"
"0x0e604f0e7e1fb97525e19feee72699cf0f3dbd50","1"
"0x0e62fa7f29666c1685e350907efff2329d1b7f2a","2.98"
"0x0e7b19c7e2f449e3ee762aabf067efb330c358f4","1"
"0x0e960f9bfeecb123579a58b67718c5fc0f28aff6","2.4"
"0x0eacdc4cc29bd853bf233d4a33a1d53dbe24b94e","0.5"
"0x0ec67db338c64defa00585104fc1a665468adfb5","3.4"
"0x0ecae2c8a35f68b7c974f4c237ae0919d6ba776b","0.88"
"0x0ecc9d9288ec6d256924c56f42d632260280c9a8","9"
"0x0ee81a2be047a5d89c6f9b1dbf147152f89ca027","1.01"
"0x0f100510ab8afed3a474953a8e99b3bb449332df","3"
"0x0f3640dfd3c976e1f42337bd0dde1a2a3f8f37ec","5.45"
"0x0f5ab984e3afc48e3d487402a6367a163b74978b","5"
"0x0f5ea0c2ecac0d9584df374b1a52f4e9daba2478","1"
"0x0f63a4ac7b3a1ee093421f95ac3e825f38e2ac7a","0.19"
"0x0f8aeb4572a8636ba129d55a84b7189998d8d867","1"
"0x0fa40405eb72cd92005146dd4d2746ef008a9925","0.1"
"0x0fada8b479bae1e0db0009b14b2195b417a0ad27","8.96"
"0x0fcb25616f2873a32f5d457ab677f6df5cc47691","20"
"0x103c88982cb879fc46206c7ff98336c4b833b519","4.99"
"0x105e959a69e51c9225606f49ce67c1af59d9203a","2.99"
"0x1070e28572a4ac24686713a4612839e03796e0b1","1"
"0x107e1c9e217c921abc1e988113bbdad89a5cad5d","1"
"0x10e19ccacc5a043df2baa966ef1d0109ec17462c","1"
"0x10ee67567304dee1d5fd2170f2b9d777554ac8d6","1.99"
"0x112838e2a535a14598ac55c0485e2dea2e801a22","4.26"
"0x115b65464043e9d0ad7422f95d1398b593c0efd3","12.4"
"0x11640bdcf955fba8ca8551edea3de2b35169b39b","6.02"
"0x12158ec38b398631fbed34a8faedb988527e5323","2"
"0x123ffc21d920ed95993c3b0db18136102168be6f","1.99"
"0x124486e1564f6f91dad279c9afae46d2b9242e45","40"
"0x128cee70ade62650175fddb54faca7cff889e771","10"
"0x131f640ea83a514fe0fb23629dfd9322adad3a46","0.98"
"0x132da2b08a085724ba89ff7cefd79aab3f12b8bd","0.99"
"0x134372af731932277b38e91ecde002110636bf1a","1.4"
"0x13522336f85cc2e30553c3aad328854c473148df","0.3"
"0x138df1a605d8b7afa43a860862134f53115c4150","6.88"
"0x13cd4fa8f6fc3331363d182194db9e0f7b8bc85b","3.33"
"0x13f77ddb3ee8cbe519ef410aa3fc30966e0ff9ee","0.11"
"0x13f7f710e781cd09cd81f6ecf2ca671026064997","0.41"
"0x14013f83b2133a8bff3b16e64973c343c0e82323","9.4"
"0x1423efe774aeca8d6336ef725a15b6cfb7fb219b","4.98"
"0x144d8e54cb5b5b41edda3a2d662a3248514374d5","4.97"
"0x1475dba5ddfd9ad635783d539c24d34c1900be2a","2"
"0x148127aaf7f411ac282e16174e0e0ba2292a9796","1.99"
"0x14ad1bba61e289e9111955fc5e5a1d8979a6b1de","1.98"
"0x14c0139675af543b3093b952088a75aa5c624a20","4.5"
"0x15975d29ad63146f0d70bdaab2506969566144a9","0.53"
"0x15adb32153c59abad573093a8fa553c4a9bcf852","0.99"
"0x15f073f54c292dcf536c2620f5c36cc3aaa020f9","2.96"
"0x1611b58a2e40356f79ee6f14a6c461c3cf8ce040","2.79"
"0x164bc1428f8cf12eaa30ba0967a897222a54c832","1.1"
"0x16d895d7ea58776853eb91a0c0f5d45d8a17cae8","5.56"
"0x170960cc6a33d4ac46deadc533a091963eec8bec","0.89"
"0x17399edb1833ddc5643e7048292a9047790f598c","1"
"0x1759f4f92af1100105e405fca66abba49d5f924e","0.79"
"0x175dee6026d69e0a9adaf5e73ed9d7b9765402a8","2"
"0x178e4339a14203ee5e82f85e4e0efdaba31c833e","13"
"0x17ca9667fddc9a8e1af92a70874c77282c12a0f1","1.78"
"0x180bf23048b72062494e58cd9955828a40c2403a","1.89"
"0x1843ed40c783b14f4d4d426b1ec4a5f471a03351","1.9"
"0x184c7ca1ffeeb5be9fb442233ec8abb09bcae65c","32"
"0x18555d0ddc4a9394ac58238ce4201e5b70c98315","2"
"0x18578ee1e747f0e2d9b52c9d118bbd4310c5dd5a","0.17"
"0x18e930b37ee43fd022780bd579a77044821ae995","0.81"
"0x1916338041bd3d116b1902c1565e2af3706bbb09","2.59"
"0x191d9d4ad88614e1c2b354928a25702305698762","1.2"
"0x193f56feadc361fdde6b4817ca7e3dae8330b239","0.99"
"0x1945a84760023d61bc1446bf7a3889198bb49747","1"
"0x19e4650ccefddd5634d901f8109850bcb5060999","1.13"
"0x19e938a39d203ba92078774aea7fd8353e549777","0.98"
"0x1a3b927d181fd5e2cd3d7476b21a43d903f6a319","6.66"
"0x1a486e19929570f71d5f106c7261ca5955a80065","30"
"0x1a74f393e965fdf9380c0ed5b263de0f6a332841","0.87"
"0x1aeb6326b05863ff94b7a94d93e34c1ed96440a3","1.83"
"0x1aee6fae4777ea97e70534d12be3dcf67ed070cf","6.66"
"0x1af7c09af16722767d54c7ab0d86aabaaa13a4db","10"
"0x1afe61f4cdf465bf7d2b48db207c2a85e69bade5","3.99"
"0x1b05c1b93d81e7f2c7acc9c2726b9b483a978620","1.89"
"0x1b0f0341c7883eedd1721fcdefb18874d4a8eda8","7.26"
"0x1b20c32f9bc29113fbdcc41f5a78036478512bf2","0.17"
"0x1b3526acac6ca459d4f25524ffe7ebc2755e9974","0.98"
"0x1b74c7be734d0782a76d4ad9bad7713a0cbe4196","9.99"
"0x1b92a5b80fa308c69b16fcea30ad9d9b288a3573","3.52"
"0x1bd0846594f2ec0d9913345c3f38f9ccd6192197","2"
"0x1bdba91fe3333a57d0a71d41b2fe97eb6872c732","2.2"
"0x1be48010c9d5c7402de5114292a8f07a1ac490d7","1.45"
"0x1c0d637ee9699e1796524afa5254e790b7dca6e6","5.4"
"0x1c8b27af979bdac8d1ef482d0fac86d11a805f5e","1.01"
"0x1cdbd0652e6c779c75e33322c5f9b573e014478b","10"
"0x1cf50c9aea69688542213b55f6fe3ef85cb1fb2b","3"
