"0x02041458783b6a2b24828f3db9ef66029d685bbe","18108"
"0x039cac374e583cab7de6d778dbc1bbacdc556d4d","3649000"
"0x0cd164bc85526ef5865077ef9e8994c522386eed","623"
"0x106d77aa34d1fedbcdf0cfc17d140745aa5c2626","23098"
"0x1a0209dd6146cd540c7175d6bd626506ede45528","21542"
"0x2112f04a24dee661ef6facc42e676574e588475b","64"
"0x28df52c7a0fc8e519c4f81417365809117608261","7690"
"0x2d40d5555711c720fc7082eafa7db9306568cde8","8550"
"0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","175093"
"0x404f4c126df0127e5bc3ecf2d566099fd29509e1","2797"
"0x4dbe23e52c01f6abbf073931766f9c1aabc925cf","199"
"0x5036c75e3c8fdb183acf4082251ad2840011dde7","3397"
"0x53c75d07bbf08549fbfec3c2fdba70af19ad194d","5600"
"0x558235f4316a2eace29acc57a4c545ce1a725f53","38583"
"0x5585c1dc3f98a074cff28949885f9cd8cbd1acdd","1299"
"0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","113807"
"0x7d66c9da2064dfbc68aee10cec58497bcf19f806","11398"
"0x8c6545f225561426f7b4377365984123a87c3a7c","56"
"0x97d4ebe80283c4fe3c52a7469bd1d30e338a3ca4","13514"
"0xa3f9e12c19e7f9fd1a7531b9870fb62a352251be","84"
"0xb505830ffd0059f9a3d98c1eebade1b8279a40e3","600"
"0xc0f26d21fb46c431dfeac522a6177bae4746b6cf","60"
"0xd779ee61b1cd93517188e88d52c393c62a30f3be","60"
"0xfb95356395b0b2964937c6aed6588335380dc3ff","36399"
"0xfffac970b37e719f85ecbc0c2bca82544cf510bc","278"
