"0x05e1332e24b3008072e3e4fc3a6bc266b0d55852","17.02"
"0x062813739429494369832f9d5ed9eb33f1be16fd","10.26"
"0x0f100510ab8afed3a474953a8e99b3bb449332df","3"
"0x10ee67567304dee1d5fd2170f2b9d777554ac8d6","1.99"
"0x1843ed40c783b14f4d4d426b1ec4a5f471a03351","1.9"
"0x20aadcac8e77033ac92b74a0b8e45d2e778511e2","1"
"0x22399b9dae8d1c101ef37a62b97c0f8a36ee4c83","1"
"0x2346428b3d4d7c0dcb6473bafdd611d643e30540","0.47"
"0x251db0ef63e79697d79fa0ba35baf05a38e25a0f","2.49"
"0x29ac7a59a2a9df2c2569e83b8362dea3d9ff83b4","50"
"0x30479759c150c2dedad149d4a10d0ae494259924","2"
"0x306ccd0f8e4f17ad825519fac8ffb61c844a4113","1"
"0x32426d920bdc9414805197e7f43e208fb49cd01a","0.4"
"0x33a6afb0dc89a3cb530c9766f4a45632a6f91080","2.64"
"0x363d89865555ba66704a4a7c420d2135d34dbc49","0.49"
"0x37406b6de946de93ebf974faa3762164258fce1e","6.49"
"0x3bc9e114401e2e81417d2193a75758fad72ba184","4"
"0x3c41628a0a8b0233f64fd6a184eee6b5e76db6e4","2"
"0x3c6bcfe43e14617daa54b88e111a203c92f18e34","0.71"
"0x423079b51fb6549285fb686c4a7977c3e2d22964","1"
"0x435a0f353935f70f5bd79ac738b63f48f37fbf04","3.92"
"0x46a6d50b0b95c82cd3b050a2f8ea392f8246bc58","0.2"
"0x50aa9ae1d10b553e4d7bc80375309af26e6d9ef4","10"
"0x51fbff03f915f2371711690d8531143e6d765fff","4"
"0x5c61b09e63ccf23cb2fbfc9f383a0fd0fea0c1d2","0.99"
"0x5c91a17e81c37073e5b75bfa9b705c47fcca3c57","5.98"
"0x5f4c5bbd9a5acea3257984a1353573e64a453d8b","1.39"
"0x69691cee9a14daf0a4d68b06ca57de4ee867dabf","4.99"
"0x6bbfdd1dc5851617a4be8fef52276bcac7d8b046","0.49"
"0x6cdaec38592c44d9e6142e87d9ffb4c9adf5d756","1.23"
"0x6d368197ea67343d9dbd5367768e61457b7ca010","5.17"
"0x7120ee7a79962549f19349da887607ba6dae6230","5"
"0x71a4e57473cffcd047a6ce66c0e0cbf6812f1dbb","2"
"0x73a27f04aa3b1416191a122ddb2b2a75fdff5f7c","0.98"
"0x75c1b2455e691595b0d5f0806691532b7e2c554a","0.06"
"0x784510710846e3ae729078c21432c240e933cf18","3.99"
"0x8707edec2ddf5e26527ca2cd5a7d653aca576a07","4.86"
"0x895291ef3e177d5ec8faa5f02d6dc8f3fef0fce6","0.6"
"0x8f4d94d59ba3ef9f8a8853332187aaebc0ed6ea2","23.21"
"0x9218275020efff6bafc4a52ec24e51a4f75cba3a","0.52"
"0x96058cecf7290ed66caac1b602be007509595063","1.47"
"0x9ab2338e6dc0febd59a261f50aceba44f59c798f","0.04"
"0x9c6ebd8dd62312693499897bf6cb7cabeedd581b","1.55"
"0x9e3dc48401e7e0e0261fa2c5fa8eff390dd9bd90","9.3"
"0x9e62d876c6844e0f5efdbbccc706c93e91b3a4e3","50"
"0xa0d4aa4bf05fe9d7c263b3736a1cc7f6baeb3c63","0.39"
"0xa2411dab50081d04d4c46e63aa6641cf03e24911","5.97"
"0xa52e6ae453cd7bc913746113482911536e811d6e","0.02"
"0xa77698cf5005abfebbf848a77a1dd22b684872ae","9.99"
"0xa8eaca769d0be6001f68b4de4da9a5373ca752d9","1.28"
"0xaab4cf9484de0d81ec8b704be1250668cbdcd0b1","4.99"
"0xbbf0c14350d994d3c29cf63b894628f47539874a","2"
"0xc09bcaa3b761af6bd6215bb843a39f72ffc8323f","0.1"
"0xc4c10246060d9f13bf69c669a2f0c2356c772e5e","17.85"
"0xc4c3eb6f4bc94e928aa65656b69d224a0166fabe","2.99"
"0xc8c4ec09e395b031395e57ef49aba0885379a147","1.98"
"0xcf2221bfeb1f793292e12621c7e3a266c4e440ed","4.62"
"0xcfd015dc547338b4f244bdc7b36af2416840fd12","17"
"0xd44f032c205d588b37f64940358537c244831b7b","14.99"
"0xdd8ea90f83334dc3acc95703d422200f601963d2","0.5"
"0xde0c0e93823a8532208ed1deb1a76458a8d22bf9","4.46"
"0xeb1cd7d90a0f5931683e9e58c845bd232ed35615","0.3"
"0xeb80116144a9a1d68e778d1a4a27b4afed25b1a0","2.46"
"0xecb7cf2ed19da35e47c38cc4e892d1289a32f0ea","5"
"0xeeefec35556ae951dfed108361c2cf86a310b623","4.98"
"0xf266a1d2e4099621d1f0dceb858e919ec1e6c01d","1.7"
"0xf4b31c49c4c918cded4b2351fd69d59e612b2bc3","4.26"
"0xf642616da30ab55ec13ca5aea9e7e59e4356cdc7","9.99"
"0xf75975622c3e7cf65b295ce7fdde27a14cb88327","2"
"0xfcefee53e5328f7f955bb1dcf8d6f8663b130c7f","1.99"
"0xff35fae0343641d220ef30ecae7216a6f59525f7","1.97"
