"0xd3c8e43a427db784ce7023d87af21143da942993e5eb0e9415cf1acd3334b544","0xc0260deb309bc8808ed4dd5c882afd6ee989c4e035a8b59aacb99c5156ef24d8","0xf5955fab1761740f82f4cf822acdeec2627f145b","3000","0.5"
"0x2247dfcfeff1733c071c520e62bb71a3254eef51e13e52c1ed0f9099437f7019","0x4c490487ebdf542dfaa2376edfa3b29f4fd7fd66bd9c6485e73f559ccb58408a","0x5ebb7a3c6fcb04903ae0766ca6e6be5484a40964","16124","2.78"
"0x0651fe4564d43a451c30d74c1be3344c922f6750f176fb92b23d3b230741031c","0x460b5771381d7abe322d8803a725fb3be0a64d60b6a8ede404c1876e39e6b072","0x53b1556dfb6607a81e6ea4cda7972d300730b08a","38499","6.999818181818181"
"0xf66608b6ca07016792fee7910b2aee0d7b2a75aa31c22047933f6b70741716ce","0x435388daf1e336d90be9c55f410c37839b96edfc1fbedf78aa617a476637da0f","0x13f7f710e781cd09cd81f6ecf2ca671026064997","1824","0.32"
"0xf66608b6ca07016792fee7910b2aee0d7b2a75aa31c22047933f6b70741716ce","0xa8af6f9c3fde13f8d407f915d0481674ea6f76ffa53c606de20b16a383865b41","0x13f7f710e781cd09cd81f6ecf2ca671026064997","559","0.09982142857142857"
"0xe0589ef95a09a3fe2d57be8e861b4cffc894c49e1829b0afc12034aa3aa87dec","0x2f37a4101b25af0d2692c11488418fd7ec85f4aa3a76eb922c00197fb2bcbe24","0x0802b3b5ae8301307d84f8022889f87ccce9216a","495","0.09"
"0x75c3512dea698731daeacf990da027ceb21e246cb8c9051ea5662dfab0fba196","0xf14c65a9b510789d19d908109b4c1f57ba334b0ca06dafe3cb45fe494c3c218d","0x93bb96c1f9bb2677a4a1c48a4cc7956d5bbf3b25","5700","1"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x18184905bf30cd22e341f133d4e11f93041287be3820cf30a860c7ad8f352907","0x05f579ef22db8662c3c27677297d6b8439257c92","30000","5"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x22b8363fa73df2ea19c7aae4b7dbb569d32bf546b7477cf9b9e28bedf96353ef","0x05f579ef22db8662c3c27677297d6b8439257c92","56000","10"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x8750702fd67549c12a2ec03f5088735ea1bd29a35e675abe7fa98b41651c4570","0x05f579ef22db8662c3c27677297d6b8439257c92","84000","15"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x74b80815643bb444b136a48230d9fca7d5174cca0ce2ba6f6e37968733237a01","0x05f579ef22db8662c3c27677297d6b8439257c92","56000","10"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x2ed91249361ad6a391915c262d57ab05bce3f1b6e3f9e9b1c4308a3b6c3e12a7","0x05f579ef22db8662c3c27677297d6b8439257c92","112000","20"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x2dc32b4e55bf1140320b84ddd0a9eafde0b57babbe9276edc09ac0743e08fc3d","0x05f579ef22db8662c3c27677297d6b8439257c92","224000","40"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x81d64f3a871c1a981bd90e4f41c8d4245b88fd4cd409c084e34b24a55e8b4d37","0x05f579ef22db8662c3c27677297d6b8439257c92","112000","20"
"0x1b7523ea189e0b236da3fc46f2074a8b0e2d9fcaa80d7614e435d5e97e32030e","0x3e766f3bd9c0300bb438732d8d7a6b0d98923491817407a3531084b435561587","0x05f579ef22db8662c3c27677297d6b8439257c92","110000","20"
"0xa5411af1f040321eabcff34649f46e8cf5ae341334c02957c534023d015e57e3","0xbba08d8fb2d38d885bccfec553ebdde844f41b8aecd352f6c8deed5e441dd5d8","0xaf1a78e239865af975f3248314b9ab7da701ebb3","5700","1"
"0x85243b41df889fecc00d527b63f9e4277e460941b803c63f418deee486cf0c94","0xed3f0e36a20144f8c97c49077a28442b01dff813f34b07984e74b306e11c2e50","0x7673ce0f8edf9001d997e33390b9dc9b43ef79da","5998","0.9996666666666667"
"0xd59526c08cc5f27e47fb7351aeeb2141cf999740dbc7929852a419c15dd5bf67","0xcfa6f185946a76c2f730221ccf78160911e38fd28111c2dfed348e689cad2b57","0xbe2991cb04e87dadc1c0305f1fcb74eb1cec3731","5800","1"
"0x09c7c2251e7841ac2340d5287df555d1a2dc397941faf631a7b3112e97e0c79e","0xcbc968ccb06f3ca1cc1dcfe177390705ff0cf565370fcb396f8f9518ce7ff551","0xc70fbe24db882cf099acb37ee6758d57cd64faf4","10999","1.9998181818181817"
"0x17a0f9c012a9983e577e2a2776a8938c806c0aee84e0c9ce800c0ba7c492eb3c","0x559accfb986e5550a070ea8549b24e137b57988ea7ba248412cad35461f90822","0x7843d0489bc79c91aeb369b518043990cdf87be6","2777.6","0.496"
"0x8a9bb84de6ea537f2ff4f601e7e5ef68e57088dde27d5f3c9a366014bb8a7436","0x68b48a368f1b2181be73f2a00aba509f0a8f370ddbb584b8ddf9606c53a61210","0x569e2a8f32d4bb9e2d25116ee2468444dadcbab4","5700","1"
"0x8a9bb84de6ea537f2ff4f601e7e5ef68e57088dde27d5f3c9a366014bb8a7436","0x7dd8f7cc1895d18ea0aa28d5c7f25a70b06c330da69aaa966ad682e47283d4d5","0x569e2a8f32d4bb9e2d25116ee2468444dadcbab4","5700","1"
"0x5591e42ef27730571b74dcb140e6b6d126486e6635479ae7777858e3586f1ed5","0x24b37ff89bab640562b7b0a118c5fb7afe791a5c201f9855bfdd4134500034d1","0x131f640ea83a514fe0fb23629dfd9322adad3a46","5712","0.9848275862068965"
"0xecabf064874042cfa95db8c355fa77e05d257af90631344c991375ffd2d84613","0xa9d09e552436d59bb479a9f45400be2bc568f77912645e7e957ee1d7df9a5b06","0xeec169f02c7a14edc068da033a90bb6b079ae33f","5529","0.97"
